,name,rating,review_count,type,how_old,hq,employees
9507,Premier Carworld,2.6,(53 Reviews),Private,13 years old,Kolkata + 1 more,13 years old
9508,Sunrise Biztech ...,3.8,(53 Reviews),Private,33 years old,Edison + 1 more,33 years old
9509,Vistra Corporate...,3.6,(53 Reviews),Private,17 years old,Texas + 4 more,17 years old
9510,Hpcl Mumbai Refi...,4.4,(53 Reviews),Mumbai + 6 more,,1k-5k Employees (India),
9511,vConstruct,4.3,(53 Reviews),Private,10 years old,"Pune,Maharashtra",10 years old
9512,MNC AUTOMATION,4.1,(53 Reviews),Noida + 21 more,1-10 Employees (India),27 years old,1-10 Employees (India)
9513,Encardio Rite El...,3.6,(53 Reviews),Private,57 years old,Lucknow + 4 more,57 years old
9514,Indian Spinal In...,4.2,(53 Reviews),Private,30 years old,New Delhi,30 years old
9515,HI-Tech Outsourc...,3.9,(53 Reviews),Private,31 years old,Ahmedabad + 11 more,31 years old
9516,Sarvatra Technol...,4.2,(53 Reviews),Private,23 years old,"Pune,Maharashtra + 6 more",23 years old
9517,Valuepoint Knowl...,3.4,(53 Reviews),Private,22 years old,Banglore + 3 more,22 years old
9518,SRS Group,4.0,(53 Reviews),Faridabad + 13 more,501-1k Employees (India),23 years old,501-1k Employees (India)
9519,Pentair Water In...,3.6,(53 Reviews),Private,57 years old,London + 5 more,57 years old
9520,Biomerieux,4.2,(53 Reviews),Marcy I'Etoile + 9 more,51-200 Employees (India),60 years old,51-200 Employees (India)
9521,PPS Internationa...,4.2,(53 Reviews),Public,20 years old,Greater Noida + 5 more,20 years old
9522,NDS InfoServ,2.1,(53 Reviews),Private,23 years old,"Dallas,Texas + 5 more",23 years old
9523,uCertify,3.6,(53 Reviews),Private,19 years old,Pleasanton,19 years old
9524,Gupta Exim,3.7,(53 Reviews),Private,33 years old,Faridabad + 1 more,33 years old
9525,Kewaunee Labway,4.2,(53 Reviews),Statesville + 2 more,201-500 Employees (India),117 years old,201-500 Employees (India)
9526,Damati Plastics,4.3,(53 Reviews),"Mumbai Suburban,Maharashtra + 4 more",11-50 Employees (India),20 years old,11-50 Employees (India)
9527,Ion Exchange Ser...,3.2,(53 Reviews),Public,59 years old,Mumbai + 17 more,59 years old
9528,Conceptia Softwa...,3.8,(53 Reviews),Private,22 years old,"Bengaluru/Bangalore,Karnataka + 5 more",22 years old
9529,Shree Bharat Int...,4.1,(53 Reviews),Private,37 years old,Noida + 3 more,37 years old
9530,Target Publicati...,3.1,(53 Reviews),Private,17 years old,"Mumbai,Maharashtra + 3 more",17 years old
9531,Petrofac Emirate...,4.6,(53 Reviews),Abu Dhabi + 8 more,5k-10k Employees (India),42 years old,5k-10k Employees (India)
9532,Jolly Containers,4.2,(53 Reviews),Private,56 years old,"Mumbai,Maharashtra + 6 more",56 years old
9533,Shree Enterprise...,4.1,(53 Reviews),Private,34 years old,"Nagpur,Maharashtra + 21 more",34 years old
9534,M.R.P.L,4.1,(53 Reviews),Mangaluru + 11 more,5k-10k Employees (Global),20 years old,5k-10k Employees (Global)
9535,Umasons Auto Com...,4.1,(53 Reviews),Aurangabad,51-200 Employees (India),23 years old,51-200 Employees (India)
9536,Hpcl Biofuels,4.2,(53 Reviews),Patna + 9 more,51-200 Employees (India),14 years old,51-200 Employees (India)
9537,Lilac Insights,3.7,(53 Reviews),"Mumbai,Maharashtra + 13 more",201-500 Employees (India),12 years old,201-500 Employees (India)
9538,Hykon,3.2,(53 Reviews),Public,32 years old,"Thrissur/Trichur,Kerala + 8 more",32 years old
9539,Sparkline Equipm...,3.7,(53 Reviews),Private,33 years old,Pune + 7 more,33 years old
9540,One Auto,4.0,(53 Reviews),Private,12 years old,Kolkata + 7 more,12 years old
9541,Prasad Group,4.1,(53 Reviews),Ahmedabad + 9 more,501-1k Employees (India),39 years old,501-1k Employees (India)
9542,Premier Carworld,2.6,(53 Reviews),Private,13 years old,Kolkata + 1 more,13 years old
9543,Sunrise Biztech ...,3.8,(53 Reviews),Private,33 years old,Edison + 1 more,33 years old
9544,Anabond,4.1,(53 Reviews),Chennai + 6 more,501-1k Employees (India),44 years old,501-1k Employees (India)
9545,vConstruct,4.3,(53 Reviews),Private,10 years old,"Pune,Maharashtra",10 years old
9546,Analogics Group,3.8,(53 Reviews),Private,29 years old,Hyderabad + 8 more,29 years old
9547,Edelweiss Agri V...,4.2,(53 Reviews),Mumbai + 22 more,201-500 Employees (India),9 years old,201-500 Employees (India)
9548,Biomerieux,4.2,(53 Reviews),Marcy I'Etoile + 9 more,51-200 Employees (India),60 years old,51-200 Employees (India)
9549,Sunstar Precisio...,4.3,(53 Reviews),Greater Noida + 2 more,,18 years old,
9550,Biltech Building...,3.4,(53 Reviews),Private,30 years old,New Delhi + 7 more,30 years old
9551,Sartorius Stedim...,4.0,(53 Reviews),Private,32 years old,"Goettingen,Niedersachsen + 5 more",32 years old
9552,Rachna Sagar,3.4,(53 Reviews),Private,28 years old,New Delhi + 10 more,28 years old
9553,Hpcl Mumbai Refi...,4.4,(53 Reviews),Mumbai + 6 more,,1k-5k Employees (India),
9554,Pigeon India,4.5,(53 Reviews),Private,66 years old,Tokyo + 7 more,66 years old
9555,Planit Testing I...,3.4,(53 Reviews),Private,26 years old,"Sydney,NSW + 1 more",26 years old
9556,Ascent Meditech,3.6,(53 Reviews),Private,11 years old,Silvassa + 9 more,11 years old
9557,Ikon Retail,3.6,(53 Reviews),Private,17 years old,New Delhi + 7 more,17 years old
9558,ADS Spirits,4.2,(53 Reviews),New Delhi + 12 more,201-500 Employees (India),13 years old,201-500 Employees (India)
9559,JSS Medical Rese...,3.7,(53 Reviews),Saint-Laurent + 10 more,201-500 Employees (India),38 years old,201-500 Employees (India)
9560,SVAM Power Plant...,4.1,(53 Reviews),Private,42 years old,Faridabad + 6 more,42 years old
9561,Hero Corporate S...,4.5,(53 Reviews),Private,39 years old,"Delhi/NCR,New Delhi + 17 more",39 years old
9562,Derewala Jewelle...,3.6,(53 Reviews),Private,36 years old,Jaipur,36 years old
9563,Plan Internation...,4.1,(53 Reviews),Private,44 years old,Surrey + 12 more,44 years old
9564,Terminal Technol...,4.5,(53 Reviews),Vasai Virar + 4 more,201-500 Employees (India),30 years old,201-500 Employees (India)
9565,Acg Inspection S...,3.6,(53 Reviews),"Mumbai,Maharashtra + 2 more",1k-5k Employees (India),14 years old,1k-5k Employees (India)
9566,Poona Hospital A...,4.3,(53 Reviews),Pune + 1 more,501-1k Employees (India),38 years old,501-1k Employees (India)
9567,Sri Sreenivasa C...,4.3,(53 Reviews),Private,19 years old,"Hyderabad/Secunderabad,Telangana + 13 more",19 years old
9568,MG Automotives,4.0,(53 Reviews),Zahirabad + 8 more,501-1k Employees (India),43 years old,501-1k Employees (India)
9569,Mckinsey Knowled...,4.2,(53 Reviews),"Chennai,Tamil Nadu + 4 more",1k-5k Employees (India),25 years old,1k-5k Employees (India)
9570,Travel Boutique ...,3.8,(53 Reviews),Private,17 years old,"Gurgaon/Gurugram,Haryana + 6 more",17 years old
9571,ETA General,2.9,(53 Reviews),New Delhi + 16 more,201-500 Employees (India),87 years old,201-500 Employees (India)
9572,JSS Medical Rese...,3.7,(53 Reviews),Saint-Laurent + 10 more,201-500 Employees (India),38 years old,201-500 Employees (India)
9573,Arshiya Internat...,3.8,(53 Reviews),Public,42 years old,"Mumbai,Maharashtra + 4 more",42 years old
9574,Kelvion,3.6,(53 Reviews),Bochum + 7 more,51-200 Employees (India),103 years old,51-200 Employees (India)
9575,SVAM Power Plant...,4.1,(53 Reviews),Private,42 years old,Faridabad + 6 more,42 years old
9576,Infosearch BPO S...,3.0,(53 Reviews),Private,18 years old,"Chennai,Tamil Nadu",18 years old
9577,Avantel,4.1,(53 Reviews),Public,33 years old,"Hyderabad/Secunderabad,Telangana + 2 more",33 years old
9578,Tantia Construct...,4.5,(53 Reviews),Public,59 years old,"Kolkata,West Bengal + 5 more",59 years old
9579,NSSL,3.2,(53 Reviews),Nagpur,1k-5k Employees (India),35 years old,1k-5k Employees (India)
9580,Firestar Diamond,4.1,(53 Reviews),Private,24 years old,"Mumbai,Maharashtra + 4 more",24 years old
9581,CommVault,4.0,(53 Reviews),Private,27 years old,"Middletown,New Jersey + 4 more",27 years old
9582,IIT Guwahati,4.5,(53 Reviews),Private,29 years old,Guwahati + 5 more,29 years old
9583,Truebil,4.0,(53 Reviews),Private,8 years old,"Mumbai,Maharashtra + 6 more",8 years old
9584,Access Infotech,4.1,(53 Reviews),Private,28 years old,Chandigarh + 10 more,28 years old
9585,Energie Fitness,4.4,(53 Reviews),"New Delhi,Delhi",201-500 Employees (India),15 years old,201-500 Employees (India)
9586,India Ratings & ...,3.7,(53 Reviews),Private,28 years old,"Mumbai,Maharashtra + 8 more",28 years old
9587,ORISSA METALIKS,3.6,(53 Reviews),51-200 Employees (India),,,
9588,St. Andrews Inst...,4.5,(53 Reviews),Gurgaon/Gurugram + 2 more,,11-50 Employees (India),
9589,Reliable Spaces,2.9,(53 Reviews),Private,19 years old,Navi Mumbai,19 years old
9590,Digamber Finance,4.0,(53 Reviews),Jaipur + 10 more,,10k-50k Employees (India),
9591,The Mathrubhumi ...,3.5,(53 Reviews),Public,100 years old,Kozhikode + 9 more,100 years old
9592,SOC Experts,4.6,(53 Reviews),Private,7 years old,Bengaluru + 4 more,7 years old
9593,Competition Team...,4.2,(53 Reviews),Chennai + 1 more,,,
9594,Reliobrix Consul...,4.7,(53 Reviews),Private,9 years old,Delhi + 4 more,9 years old
9595,Arvind Textile M...,4.5,(53 Reviews),"Ahmedabad,Gujarat + 7 more",10k-50k Employees (Global),92 years old,10k-50k Employees (Global)
9596,Colgate Global B...,4.4,(53 Reviews),"Mumbai,Maharashtra + 1 more",,201-500 Employees (India),
9597,Zentiva,4.2,(53 Reviews),,,,
9598,Travel Boutique ...,3.8,(53 Reviews),Private,17 years old,"Gurgaon/Gurugram,Haryana + 6 more",17 years old
9599,ETA General,2.9,(53 Reviews),New Delhi + 16 more,201-500 Employees (India),87 years old,201-500 Employees (India)
9600,Uv Infratech Sys...,4.6,(53 Reviews),11-50 Employees (India),,,
9601,Zentiva,4.2,(53 Reviews),,,,
9602,Actalent Enginee...,3.8,(53 Reviews),Bengaluru/Bangalore + 3 more,,501-1k Employees (India),
9603,Hydac,3.3,(53 Reviews),Sulzbach + 7 more,51-200 Employees (India),60 years old,51-200 Employees (India)
9604,SUGAR Cosmetics,3.9,(53 Reviews),"Mumbai,Maharashtra + 11 more",201-500 Employees (India),11 years old,201-500 Employees (India)
9605,Minilec,3.6,(53 Reviews),Private,58 years old,"Pune,Maharashtra + 2 more",58 years old
9606,Tekshapers Softw...,3.4,(53 Reviews),Private,14 years old,Troy + 3 more,14 years old
9607,Firstsource Labo...,3.9,(53 Reviews),Hyderabad + 10 more,51-200 Employees (India),12 years old,51-200 Employees (India)
9608,Muthoot Mercanti...,3.3,(53 Reviews),Private,26 years old,Thiruvananthapuram + 19 more,26 years old
9609,Cambridge Techno...,4.3,(53 Reviews),"Atlanta,Georgia + 2 more",51-200 Employees (India),24 years old,51-200 Employees (India)
9610,JP Associates,4.0,(1.6k Reviews),Private,11-50 Employees (Global),Leesburg + 14 more,11-50 Employees (Global)
9611,Carnival UK,4.6,(1.2k Reviews),Southampton + 2 more,11-50 Employees (India),51 years old,11-50 Employees (India)
9612,Vasan Health Car...,3.8,(298 Reviews),Private,21 years old,"Chennai,Tamil Nadu + 23 more",21 years old
9613,Ascendum Solutio...,4.0,(175 Reviews),Blue Ash + 1 more,51-200 Employees (India),14 years old,51-200 Employees (India)
9614,Lasons India,3.8,(52 Reviews),Private,44 years old,"Mumbai,Maharashtra + 5 more",44 years old
9615,Eastman Cast & F...,3.6,(52 Reviews),Public,34 years old,"Ludhiana,Punjab + 4 more",34 years old
9616,Topsel Toyota,4.6,(52 Reviews),Private,42 years old,Kolkata + 3 more,42 years old
9617,JIPMER,4.2,(52 Reviews),Private,59 years old,Puducherry + 3 more,59 years old
9618,Gauhati High Cou...,4.5,(52 Reviews),Public,76 years old,Guwahati + 2 more,76 years old
9619,Future Market In...,2.6,(52 Reviews),Private,9 years old,"Jumeirah Lakes Towers,Dubai",9 years old
9620,Srijan Technolog...,4.4,(52 Reviews),Private,21 years old,"Delhi/NCR,Delhi + 7 more",21 years old
9621,Anupam Industrie...,3.9,(52 Reviews),Private,50 years old,Anand + 5 more,50 years old
9622,DreamOrbit,4.1,(52 Reviews),Private,13 years old,"Bangalore/Bengaluru,Karnataka + 2 more",13 years old
9623,Auditime Informa...,3.6,(52 Reviews),Private,24 years old,Mumbai + 2 more,24 years old
9624,SARE Homes,3.9,(52 Reviews),Private,17 years old,Gurgaon + 6 more,17 years old
9625,AIT Global,4.1,(52 Reviews),Private,20 years old,"Pune,Maharashtra + 1 more",20 years old
9626,Aruba Networks,4.0,(52 Reviews),Private,21 years old,"Santa Clara,California + 1 more",21 years old
9627,Endurance Intern...,4.2,(52 Reviews),Private,26 years old,"Burlington,Massachusetts + 5 more",26 years old
9628,TekFriday Proces...,3.8,(52 Reviews),Private,10 years old,"Hyderabad/Secunderabad,Telangana",10 years old
9629,DreamOrbit,4.1,(52 Reviews),Private,13 years old,"Bangalore/Bengaluru,Karnataka + 2 more",13 years old
9630,RNS Motors,4.3,(52 Reviews),Bangalore + 3 more,,28 years old,
9631,Aditya Auto Prod...,3.9,(52 Reviews),Private,27 years old,Bengaluru + 6 more,27 years old
9632,JIPMER,4.2,(52 Reviews),Private,59 years old,Puducherry + 3 more,59 years old
9633,Usha Shriram Ent...,3.1,(52 Reviews),Private,40 years old,New Delhi + 14 more,40 years old
9634,Labindia Instrum...,4.4,(52 Reviews),Private,41 years old,"Mumbai,Maharashtra + 17 more",41 years old
9635,Lasons India,3.8,(52 Reviews),Private,44 years old,"Mumbai,Maharashtra + 5 more",44 years old
9636,Eastman Cast & F...,3.6,(52 Reviews),Public,34 years old,"Ludhiana,Punjab + 4 more",34 years old
9637,Ravindu Toyota,3.9,(52 Reviews),Private,26 years old,Bangalore + 1 more,26 years old
9638,SA Technologies,3.2,(52 Reviews),Private,21 years old,San Jose + 3 more,21 years old
9639,Vega Industries,4.1,(52 Reviews),"Noida,Uttar Pradesh + 9 more",501-1k Employees (India),23 years old,501-1k Employees (India)
9640,SBI CREDIT CARD ...,4.0,(52 Reviews),Kolkata + 25 more,,1k-5k Employees (India),
9641,ClassKlap,3.8,(52 Reviews),Private,14 years old,"Bangalore,Karnataka + 12 more",14 years old
9642,Nickelfox Techno...,4.6,(52 Reviews),Private,9 years old,"Noida,Uttar Pradesh",9 years old
9643,Codincity Digita...,4.9,(52 Reviews),"Bangalore,Karnataka + 1 more",,11-50 Employees (India),
9644,Deltra Soft Tech...,4.5,(52 Reviews),Private,12 years old,"New Delhi,delhi",12 years old
9645,Advocate,4.2,(52 Reviews),Private,22 years old,Atlanta + 24 more,22 years old
9646,Foodcoast Intern...,3.7,(52 Reviews),LLP,14 years old,"Jalandhar,Punjab + 6 more",14 years old
9647,Innovare Labs,3.8,(52 Reviews),Private,11 years old,"Hyderabad/Secunderabad,Telangana + 2 more",11 years old
9648,Right Tight Fast...,4.1,(52 Reviews),Nashik + 1 more,501-1k Employees (India),44 years old,501-1k Employees (India)
9649,ICAT,3.6,(52 Reviews),Private,19 years old,"Chennai,Tamil Nadu + 3 more",19 years old
9650,Al Muzain,4.4,(52 Reviews),Private,27 years old,Al Jubail + 4 more,27 years old
9651,Vishal Fabricato...,4.2,(52 Reviews),Private,6 years old,Ahmedabad + 3 more,6 years old
9652,Fairmate Constru...,3.0,(52 Reviews),Tallinn + 11 more,51-200 Employees (India),42 years old,51-200 Employees (India)
9653,Vana Retreats,3.9,(52 Reviews),Private,9 years old,Dehradun,9 years old
9654,Abaris Healthcar...,3.7,(52 Reviews),Ahmedabad + 11 more,11-50 Employees (India),18 years old,11-50 Employees (India)
9655,NIPA Internation...,3.6,(52 Reviews),Gurugram,51-200 Employees (India),41 years old,51-200 Employees (India)
9656,Proto-D Engineer...,3.8,(52 Reviews),Pune + 5 more,51-200 Employees (India),51 years old,51-200 Employees (India)
9657,Karadi Path Educ...,3.9,(52 Reviews),Private,13 years old,"Chennai,Tamil Nadu + 12 more",13 years old
9658,CLEARSYNTH,3.4,(52 Reviews),"Mumbai,Maharashtra",201-500 Employees (India),14 years old,201-500 Employees (India)
9659,Vega Industries,4.1,(52 Reviews),"Noida,Uttar Pradesh + 9 more",501-1k Employees (India),23 years old,501-1k Employees (India)
9660,Bharat Stars Ser...,3.5,(52 Reviews),Private,16 years old,Noida + 9 more,16 years old
9661,Thyssenkrupp rot...,4.1,(52 Reviews),Nashik + 1 more,,51-200 Employees (India),
9662,Contizant Techno...,4.0,(52 Reviews),Private,5 years old,"Gurgaon/Gurugram,Haryana + 13 more",5 years old
9663,SBI CREDIT CARD ...,4.0,(52 Reviews),Kolkata + 25 more,,1k-5k Employees (India),
9664,Mahendra Skills ...,3.1,(52 Reviews),Lucknow + 14 more,,8 years old,
9665,Coditas Technolo...,3.7,(52 Reviews),LLC,9 years old,Pune,9 years old
9666,Finwizard Techno...,3.6,(52 Reviews),Private,8 years old,"Bangalore/Bengaluru,Karnataka + 10 more",8 years old
9667,Maharashtra Stat...,4.0,(52 Reviews),Mumbai + 5 more,10k-50k Employees (Global),18 years old,10k-50k Employees (Global)
9668,Anand Rathi Info...,3.6,(52 Reviews),Private,29 years old,Jodhpur + 1 more,29 years old
9669,Nickelfox Techno...,4.6,(52 Reviews),Private,9 years old,"Noida,Uttar Pradesh",9 years old
9670,ClassKlap,3.8,(52 Reviews),Private,14 years old,"Bangalore,Karnataka + 12 more",14 years old
9671,Kserve Bpo,3.2,(52 Reviews),Private,20 years old,"Thane,Maharashtra + 1 more",20 years old
9672,Kd Campus,3.9,(52 Reviews),Private,8 years old,New Delhi + 8 more,8 years old
9673,SA Technologies,3.2,(52 Reviews),Private,21 years old,San Jose + 3 more,21 years old
9674,Yashaswi Academy...,3.9,(52 Reviews),Private,39 years old,Pune + 16 more,39 years old
9675,Sms Integrated F...,4.1,(52 Reviews),Private,55 years old,"Mumbai,Maharashtra + 13 more",55 years old
9676,Zone By The Park...,3.9,(52 Reviews),New Delhi + 10 more,51-200 Employees (India),12 years old,51-200 Employees (India)
9677,Supremology Soft...,4.8,(52 Reviews),Private,7 years old,"Bangalore/Bengaluru,Karnataka",7 years old
9678,Learnbay,4.8,(52 Reviews),,,,
9679,Qin1,3.8,(52 Reviews),"Noida,Uttar Pradesh + 4 more",51-200 Employees (India),4 years old,51-200 Employees (India)
9680,KreditBee,4.0,(52 Reviews),"Bangalore,Karnataka + 6 more",501-1k Employees (India),5 years old,501-1k Employees (India)
9681,Ashv Finance,4.5,(52 Reviews),Mumbai + 19 more,,51-200 Employees (India),
9682,Foodcoast Intern...,3.7,(52 Reviews),LLP,14 years old,"Jalandhar,Punjab + 6 more",14 years old
9683,Innovare Labs,3.8,(52 Reviews),Private,11 years old,"Hyderabad/Secunderabad,Telangana + 2 more",11 years old
9684,Right Tight Fast...,4.1,(52 Reviews),Nashik + 1 more,501-1k Employees (India),44 years old,501-1k Employees (India)
9685,Dit University,3.7,(52 Reviews),Private,25 years old,Dehradun + 2 more,25 years old
9686,BIZONGO,3.6,(52 Reviews),Private,8 years old,"Mumbai,Maharashtra + 3 more",8 years old
9687,Chandusoft Techn...,3.5,(52 Reviews),Private,12 years old,Bengaluru + 3 more,12 years old
9688,Span Pumps,2.9,(52 Reviews),Pune + 6 more,51-200 Employees (India),36 years old,51-200 Employees (India)
9689,Majestique Landm...,4.2,(52 Reviews),Private,16 years old,Pune,16 years old
9690,Weaverbird Engin...,3.6,(52 Reviews),Private,18 years old,New Delhi + 6 more,18 years old
9691,XL India Busines...,3.9,(52 Reviews),Private,20 years old,"Hamilton,Hamilton + 1 more",20 years old
9692,Harvest Internat...,4.6,(52 Reviews),Private,12 years old,Bangalore + 3 more,12 years old
9693,Presidency Schoo...,4.1,(52 Reviews),Bengaluru + 8 more,,47 years old,
9694,Amana Toyota,4.2,(52 Reviews),Private,23 years old,Kozhikode + 7 more,23 years old
9695,Employees State ...,4.2,(52 Reviews),Public,71 years old,New Delhi + 22 more,71 years old
9696,Affinity Global ...,2.9,(52 Reviews),Private,17 years old,Chicago,17 years old
9697,Fortis Malar Hos...,4.0,(52 Reviews),Public,27 years old,Chennai + 3 more,27 years old
9698,Gauhati High Cou...,4.5,(52 Reviews),Public,76 years old,Guwahati + 2 more,76 years old
9699,Shirodkar Preci ...,3.9,(52 Reviews),Private,18 years old,Pune,18 years old
9700,Godavari Polymer...,4.1,(52 Reviews),Private,32 years old,Secunderabad + 6 more,32 years old
9701,The Residency Gr...,4.1,(52 Reviews),Chennai + 2 more,1-10 Employees (India),38 years old,1-10 Employees (India)
9702,Sound Castings,4.2,(52 Reviews),Private,35 years old,Kolhapur + 4 more,35 years old
9703,Kern Liebers,3.8,(52 Reviews),Private,135 years old,Schramberg,135 years old
9704,Seinumero Nirman,3.7,(52 Reviews),Pune,201-500 Employees (India),31 years old,201-500 Employees (India)
9705,GE Money,4.6,(52 Reviews),Public,91 years old,Norwalk + 13 more,91 years old
9706,Gulf Catering Co...,4.0,(52 Reviews),Riyadh + 5 more,5k-10k Employees (India),37 years old,5k-10k Employees (India)
9707,Surat Municipal ...,4.0,(52 Reviews),Public,57 years old,Surat,57 years old
9708,Hirotec,3.6,(52 Reviews),New Delhi + 1 more,201-500 Employees (India),18 years old,201-500 Employees (India)
9709,Magnum Mi Steel,3.8,(52 Reviews),Bawal + 3 more,51-200 Employees (India),21 years old,51-200 Employees (India)
9710,Volkswagen Finan...,4.4,(52 Reviews),Private,14 years old,Mumbai + 9 more,14 years old
9711,Sfj Business Sol...,3.0,(52 Reviews),Private,12 years old,"Bangalore/Bengaluru,Karnataka + 2 more",12 years old
9712,Kserve Bpo,3.2,(52 Reviews),Private,20 years old,"Thane,Maharashtra + 1 more",20 years old
9713,Toyota Lakozy Au...,4.3,(52 Reviews),Private,24 years old,Mumbai + 1 more,24 years old
9714,Akshar Elecinfra,4.3,(52 Reviews),Private,37 years old,Vadodara + 5 more,37 years old
9715,Shri Ramswaroop ...,4.9,(52 Reviews),51-200 Employees (India),,,
9716,Valecha Engineer...,4.4,(52 Reviews),Public,66 years old,"Mumbai,Maharashtra + 15 more",66 years old
9717,EM3 Agri Service...,3.4,(52 Reviews),Private,10 years old,"Noida,Uttar Pradesh + 10 more",10 years old
9718,Fortis Malar Hos...,4.0,(52 Reviews),Public,27 years old,Chennai + 3 more,27 years old
9719,Aditya Auto Prod...,3.9,(52 Reviews),Private,27 years old,Bengaluru + 6 more,27 years old
9720,Metro One Operat...,4.3,(52 Reviews),Private,17 years old,Mumbai,17 years old
9721,Simplex Castings,3.6,(52 Reviews),Public,53 years old,Mumbai + 4 more,53 years old
9722,CHEP,4.2,(52 Reviews),Private,77 years old,Weybridge + 13 more,77 years old
9723,Tcg Digital Solu...,3.3,(52 Reviews),Private,24 years old,"Somerset,New Jersey + 1 more",24 years old
9724,Seinumero Nirman,3.7,(52 Reviews),Pune,201-500 Employees (India),31 years old,201-500 Employees (India)
9725,Bikaji Foods,4.0,(52 Reviews),Public,36 years old,Bikaner + 10 more,36 years old
9726,Tex Corp.,3.6,(52 Reviews),Public,36 years old,"Gurgaon/Gurugram,Haryana + 4 more",36 years old
9727,Sfj Business Sol...,3.0,(52 Reviews),Private,12 years old,"Bangalore/Bengaluru,Karnataka + 2 more",12 years old
9728,Sound Castings,4.2,(52 Reviews),Private,35 years old,Kolhapur + 4 more,35 years old
9729,Swades Foundatio...,3.7,(52 Reviews),Private,39 years old,"Mumbai,Maharashtra + 6 more",39 years old
9730,Vishal Fabricato...,4.2,(52 Reviews),Private,6 years old,Ahmedabad + 3 more,6 years old
9731,Fairmate Constru...,3.0,(52 Reviews),Tallinn + 11 more,51-200 Employees (India),42 years old,51-200 Employees (India)
9732,Invesco Asset Ma...,4.0,(52 Reviews),Private,88 years old,"Atlanta,Georgia + 6 more",88 years old
9733,SHREE AMBA INDUS...,3.8,(52 Reviews),New Delhi + 5 more,1k-5k Employees (India),33 years old,1k-5k Employees (India)
9734,Rp Telebuy Skysh...,3.8,(52 Reviews),Private,17 years old,Chennai + 9 more,17 years old
9735,Gp Petroleums,4.2,(52 Reviews),Public,40 years old,Mumbai + 11 more,40 years old
9736,Zymr Systems,3.6,(52 Reviews),Private,11 years old,"San Jose,California + 3 more",11 years old
9737,NIPA Internation...,3.6,(52 Reviews),Gurugram,51-200 Employees (India),41 years old,51-200 Employees (India)
9738,XL India Busines...,3.9,(52 Reviews),Private,20 years old,"Hamilton,Hamilton + 1 more",20 years old
9739,Harvest Internat...,4.6,(52 Reviews),Private,12 years old,Bangalore + 3 more,12 years old
9740,Automag India Pv...,3.9,(52 Reviews),Private,38 years old,Pune + 4 more,38 years old
9741,Pooja Forge,3.9,(52 Reviews),Public,37 years old,Faridabad + 1 more,37 years old
9742,Cytecare Cancer ...,4.2,(52 Reviews),Private,9 years old,"Bangalore,Karnataka",9 years old
9743,SHOP CJ Network,3.2,(52 Reviews),Private,15 years old,Mumbai + 8 more,15 years old
9744,Special Protecti...,5.0,(52 Reviews),Private,38 years old,New Delhi + 2 more,38 years old
9745,ICAT,3.6,(52 Reviews),Private,19 years old,"Chennai,Tamil Nadu + 3 more",19 years old
9746,Al Muzain,4.4,(52 Reviews),Private,27 years old,Al Jubail + 4 more,27 years old
9747,Kothari Medical ...,3.8,(52 Reviews),Private,52 years old,Kolkata + 3 more,52 years old
9748,Future Market In...,2.6,(52 Reviews),Private,9 years old,"Jumeirah Lakes Towers,Dubai",9 years old
9749,Zifo RnD Solutio...,4.4,(52 Reviews),Private,15 years old,"Chennai,Tamil Nadu",15 years old
9750,CHEP,4.2,(52 Reviews),Private,77 years old,Weybridge + 13 more,77 years old
9751,Srijan Technolog...,4.4,(52 Reviews),Private,21 years old,"Delhi/NCR,Delhi + 7 more",21 years old
9752,D2K Technologies...,4.3,(52 Reviews),Private,22 years old,"Mumbai,Maharashtra + 2 more",22 years old
9753,HH Global,3.9,(52 Reviews),Leatherhead + 5 more,1k-5k Employees (Global),32 years old,1k-5k Employees (Global)
9754,KPI Partners,4.4,(52 Reviews),Private,17 years old,"Newark,CA + 1 more",17 years old
9755,Yahoo,4.3,(52 Reviews),Private,21 years old,Sunnyvale + 2 more,21 years old
9756,ASC Infratech,3.7,(52 Reviews),Noida + 9 more,51-200 Employees (India),13 years old,51-200 Employees (India)
9757,MAJID AL FUTTAIM...,4.1,(52 Reviews),Private,31 years old,Dubai + 6 more,31 years old
9758,KLM Laboratories,4.1,(52 Reviews),Vadodara + 11 more,,51-200 Employees (India),
9759,Daurala Sugar Wo...,4.1,(52 Reviews),501-1k Employees (India),,,
9760,Biryani Blues,4.2,(52 Reviews),Private,12 years old,"Gurgaon,Haryana + 4 more",12 years old
9761,Mahendra Skills ...,3.1,(52 Reviews),Lucknow + 14 more,,8 years old,
9762,Thyssenkrupp rot...,4.1,(52 Reviews),Nashik + 1 more,,51-200 Employees (India),
9763,CONFIANCE BIZSOL,3.6,(52 Reviews),"Ahmedabad,Gujarat",51-200 Employees (India),6 years old,51-200 Employees (India)
9764,CLEARSYNTH,3.4,(52 Reviews),"Mumbai,Maharashtra",201-500 Employees (India),14 years old,201-500 Employees (India)
9765,Jocata Financial...,3.6,(52 Reviews),"Hyderabad/Secunderabad,Telangana + 3 more",501-1k Employees (India),13 years old,501-1k Employees (India)
9766,Wheels India - T...,3.6,(52 Reviews),Chennai + 5 more,,1k-5k Employees (India),
9767,Optimus Pharma,3.5,(52 Reviews),51-200 Employees (India),,,
